id,triplestoreid,inprocedure,label,fromstep,tostep
13870,rygHaRtT,83,Route from DACM AD Summation to Motion to consider the instrument approved (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4666,urn:procedure-editor:BusinessStep:2857
13871,zS4W722g,83,Route from DACM AD Summation to Motion to consider the instrument rejected (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4666,urn:procedure-editor:BusinessStep:2858
13873,WBsn34Y0,83,Route from Motion to consider the instrument approved (House of Commons) to DACM AI SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:2857,urn:procedure-editor:Step:4659
13874,VydMUTwh,83,Route from DACM AM Decision to DACM AD Summation in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4650,urn:procedure-editor:Step:4666
13875,1tBZ07z9,83,Route from Motion to consider the instrument rejected (House of Commons) to DACM AI SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:2858,urn:procedure-editor:Step:4659
13876,BAyCDVws,83,Route from DACM AI SUM to DACM AC EQUALS in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4659,urn:procedure-editor:Step:4662
13877,MInRAx8H,84,Route from MALM AA Summation to MALM AI AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4611,urn:procedure-editor:Step:4525
13878,gGGp6LS0,84,Route from MALM AA Summation to MALM AL AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4611,urn:procedure-editor:Step:4528
13879,MLoJSk0a,84,Route from MALM AA Summation to MALM AG AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4611,urn:procedure-editor:Step:4523
13880,RYp2AZdg,84,Route from MALM AA Summation to MALM AA AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4611,urn:procedure-editor:Step:4517
13881,fGLlUGr4,84,Route from Question on motion to approve the instrument put (House of Lords) to MALM AK NOT in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:42,urn:procedure-editor:Step:4549
13882,Htabfl8q,84,Route from MALM AK NOT to MALM AL AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4549,urn:procedure-editor:Step:4528
13883,Za0Db6nW,84,Route from MALM AL AND to MALM AM AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4528,urn:procedure-editor:Step:4529
13884,57ZxHWbL,84,Route from MALM AL NOT to MALM AM AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4550,urn:procedure-editor:Step:4529
13885,sD8S7xxg,84,Route from Instrument approved (House of Lords) to MALM AL NOT in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:39,urn:procedure-editor:Step:4550
13886,Cw4qnxij,84,Route from MALM AM AND to MALM AS Decision in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4529,urn:procedure-editor:Step:4574
13887,ODjYz8Ju,84,Route from MALM AS Decision to Motion to stop the instrument being law tabled (House of Lords) in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4574,urn:procedure-editor:BusinessStep:1508
13888,fJ7VH3fK,84,Route from Motion to stop the instrument being law tabled (House of Lords) to MALM AE EQUALS in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:1508,urn:procedure-editor:Step:4609
13889,Ezdp3BC1,84,Route from MALM AE EQUALS to MALM AJ Summation in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4609,urn:procedure-editor:Step:4722
13890,VG2uD7Lt,84,Route from MALM AM NOT to MALM BF Decision in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4551,urn:procedure-editor:Step:4718
13891,fNF4dL18,84,Route from MALM AC Summation to MALM AN AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4616,urn:procedure-editor:Step:4530
13893,cFumknRF,84,Route from AA Summation to MALM AN AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4516,urn:procedure-editor:Step:4530
13897,KApIoWje,84,Route from MALM AN AND to MALM AD OR in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4530,urn:procedure-editor:Step:4537
13898,GII1COiV,84,Route from MALM AC Summation to MALM AD OR in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4616,urn:procedure-editor:Step:4537
13899,pTVFUnrM,84,Route from MALM AD OR to Motion to stop the instrument being law withdrawn (House of Lords) in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4537,urn:procedure-editor:BusinessStep:1509
13900,PMuPglLH,84,Route from Motion to stop the instrument being law withdrawn (House of Lords) to MALM AN SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:1509,urn:procedure-editor:Step:4597
13901,FQ4lYCI2,84,Route from MALM AN SUM to MALM AE EQUALS in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4597,urn:procedure-editor:Step:4609
13902,XJWAkPJK,84,Route from MALM AO SUM to MALM AN SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4598,urn:procedure-editor:Step:4597
13903,JBUMkGDL,84,Route from MALM AP SUM to MALM AO SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4599,urn:procedure-editor:Step:4598
13904,TONt12P1,84,Route from MALM AQ SUM to MALM AP SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4600,urn:procedure-editor:Step:4599
13905,AOOyudNI,84,Route from Question on motion to stop the instrument being law put (House of Lords) to MALM AQ SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:1513,urn:procedure-editor:Step:4600
13906,NwLrnZ7D,84,Route from MALM AC Summation to Motion to stop the instrument being law lapsed at end of session (House of Lords) in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4616,urn:procedure-editor:BusinessStep:1510
13907,BUlIGd0Q,84,Route from Motion to stop the instrument being law lapsed at end of session (House of Lords) to MALM AO SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:1510,urn:procedure-editor:Step:4598
13908,bm3XtIkE,84,Route from MALM AC Summation to Motion to stop the instrument being law not moved (House of Lords) in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4616,urn:procedure-editor:BusinessStep:1511
13909,CVQJnKyA,84,Route from Motion to stop the instrument being law not moved (House of Lords) to MALM AP SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:1511,urn:procedure-editor:Step:4599
13910,ynD7LaOR,84,Route from MALM AC Summation to Motion to stop the instrument being law not called (House of Lords) in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4616,urn:procedure-editor:BusinessStep:1512
13911,nbNCryum,84,Route from Motion to stop the instrument being law not called (House of Lords) to MALM AQ SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:1512,urn:procedure-editor:Step:4600
13912,iA4Z38SV,84,Route from MALM AI Summation to MALM AI AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4721,urn:procedure-editor:Step:4525
13913,5J4s4jul,84,Route from MALM AI AND to MALM AJ AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4525,urn:procedure-editor:Step:4526
13914,qzdVawhI,84,Route from Instrument approved (House of Lords) to MALM AI NOT in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:39,urn:procedure-editor:Step:4547
13915,EffANwzH,84,Route from MALM AI NOT to MALM AJ AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4547,urn:procedure-editor:Step:4526
13916,7SPeplWM,84,Route from MALM AJ AND to MALM AN Decision in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4526,urn:procedure-editor:Step:4569
13917,x7WklReL,84,Route from MALM AN Decision to Motion to approve the instrument tabled by the Government (House of Lords) in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4569,urn:procedure-editor:BusinessStep:50
13918,AUwtY93g,84,Route from Motion to approve the instrument tabled by the Government (House of Lords) to MALM AD EQUALS in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:50,urn:procedure-editor:Step:4608
13919,ZIxmyDmk,84,Route from MALM AD EQUALS to MALM AI Summation in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4608,urn:procedure-editor:Step:4721
13920,D5J4dWAy,84,Route from MALM AJ NOT to MALM BE Decision in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4548,urn:procedure-editor:Step:4717
13921,QDKesbiD,84,Route from MALM AB Summation to MALM AK AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4615,urn:procedure-editor:Step:4527
13922,Oaj0EQ0f,84,Route from AA Summation to MALM AK AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4516,urn:procedure-editor:Step:4527
13923,gYr4MTpi,84,Route from MALM AK AND to MALM AC OR in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4527,urn:procedure-editor:Step:4536
13929,86dmpkHi,84,Route from MALM AB Summation to MALM AC OR in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4615,urn:procedure-editor:Step:4536
13930,rX1wjKFd,84,Route from MALM AC OR to Motion to approve the instrument withdrawn (House of Lords) in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4536,urn:procedure-editor:BusinessStep:28
13931,N2n8fGk8,84,Route from Motion to approve the instrument withdrawn (House of Lords) to MALM AJ SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:28,urn:procedure-editor:Step:4593
13932,4tARQbky,84,Route from MALM AJ SUM to MALM AD EQUALS in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4593,urn:procedure-editor:Step:4608
13933,UFKcw3Ao,84,Route from MALM AK SUM to MALM AJ SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4594,urn:procedure-editor:Step:4593
13934,jvY6hI95,84,Route from MALM AB Summation to Motion to approve the instrument lapsed at end of session (House of Lords) in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4615,urn:procedure-editor:BusinessStep:214
13935,A4JJghKF,84,Route from Motion to approve the instrument lapsed at end of session (House of Lords) to MALM AK SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:214,urn:procedure-editor:Step:4594
13936,Z1a4qJpg,84,Route from MALM AL SUM to MALM AK SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4595,urn:procedure-editor:Step:4594
13937,7sSWXM71,84,Route from MALM AB Summation to Motion to approve the instrument not moved (House of Lords) in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4615,urn:procedure-editor:BusinessStep:1139
13938,VIemEXkp,84,Route from Motion to approve the instrument not moved (House of Lords) to MALM AL SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:1139,urn:procedure-editor:Step:4595
13939,dN6cQJVt,84,Route from MALM AM SUM to MALM AL SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4596,urn:procedure-editor:Step:4595
13940,i33krMqs,84,Route from MALM AB Summation to Motion to approve the instrument not called (House of Lords) in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4615,urn:procedure-editor:BusinessStep:1140
13941,ir8oK5fT,84,Route from Motion to approve the instrument not called (House of Lords) to MALM AM SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:1140,urn:procedure-editor:Step:4596
13942,W5HsCXjU,84,Route from Question on motion to approve the instrument put (House of Lords) to MALM AM SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:42,urn:procedure-editor:Step:4596
13943,71MZ591B,84,Route from Question on motion to approve the instrument put (House of Lords) to MALM AF NOT in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:42,urn:procedure-editor:Step:4544
13944,49Oje7j7,84,Route from Question on motion to approve the instrument put (House of Lords) to MALM AA NOT in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:42,urn:procedure-editor:Step:4539
13945,gPDkf7AV,84,Route from MALM AF NOT to MALM AG AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4544,urn:procedure-editor:Step:4523
13946,vuxIRS7l,84,Route from MALM AG AND to MALM AI Decision in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4523,urn:procedure-editor:Step:4564
13947,2PvV1M74,84,Route from MALM AI Decision to Non-fatal motion to object to the instrument tabled (House of Lords) in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4564,urn:procedure-editor:BusinessStep:32
13948,gfVysWux,84,Route from Non-fatal motion to object to the instrument tabled (House of Lords) to MALM AC EQUALS in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:32,urn:procedure-editor:Step:4607
13949,VHQUo4rI,84,Route from MALM AC EQUALS to MALM AK Summation in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4607,urn:procedure-editor:Step:4720
13950,XMucGLiC,84,Route from MALM AG NOT to MALM BD Decision in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4545,urn:procedure-editor:Step:4716
13952,G76IIuzA,84,Route from MALM AD Summation to MALM AH AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4614,urn:procedure-editor:Step:4524
13953,1f8kSMQM,84,Route from AA Summation to MALM AH AND in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4516,urn:procedure-editor:Step:4524
13954,Q2TstSdb,84,Route from MALM AH AND to MALM AB OR in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4524,urn:procedure-editor:Step:4535
13955,O4ykngSB,84,Route from MALM AD Summation to MALM AB OR in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4614,urn:procedure-editor:Step:4535
13956,tkWnYp1h,84,Route from MALM AB OR to Non-fatal motion to object to the instrument withdrawn (House of Lords) in the Made affirmative: Lords motions procedure,urn:procedure-editor:Step:4535,urn:procedure-editor:BusinessStep:36
13957,bIoZb3uV,84,Route from Non-fatal motion to object to the instrument withdrawn (House of Lords) to MALM AF SUM in the Made affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:36,urn:procedure-editor:Step:4589
