id,label,forbusinessstep,depthinprocedure,displaydepth,triplestoreid
1234,Chamber debate has step depth 5.5 in the Proposed draft remedial order procedure,2,42,5.5,ne14jX8X
1235,Grand Committee debate has step depth 5.5 in the Proposed draft remedial order procedure,21,42,5.5,c3pjvU0M
1236,Non-fatal motion to object to the proposal for a draft remedial order tabled has step depth 5.400000095367432 in the Proposed draft remedial order procedure,3874,42,5.400000095367432,WAqjLEpz
1237,Non-fatal motion to object to the proposal for a draft remedial order not called has step depth 5.599999904632568 in the Proposed draft remedial order procedure,3875,42,5.599999904632568,B8YKujTZ
1238,Non-fatal motion to object to the proposal for a draft remedial order not moved has step depth 5.599999904632568 in the Proposed draft remedial order procedure,3876,42,5.599999904632568,mUaogZB8
1239,Non-fatal motion to object to the proposal for a draft remedial order lapsed at end of session has step depth 5.599999904632568 in the Proposed draft remedial order procedure,3877,42,5.599999904632568,v8ziQ5e9
1240,Non-fatal motion to object to the proposal for a draft remedial order withdrawn has step depth 5.599999904632568 in the Proposed draft remedial order procedure,3878,42,5.599999904632568,lKDDhXk0
1241,Question put on non-fatal motion to object to the proposal for a draft remedial order has step depth 5.599999904632568 in the Proposed draft remedial order procedure,3879,42,5.599999904632568,OpTx7dDw
1242,Non-fatal motion to object to the proposal for a draft remedial order approved has step depth 5.699999809265137 in the Proposed draft remedial order procedure,3880,42,5.699999809265137,p9cfWd2p
1243,Non-fatal motion to object to the proposal for a draft remedial order rejected has step depth 5.699999809265137 in the Proposed draft remedial order procedure,3881,42,5.699999809265137,HcDTAOaU
1244,Debate on motion to refer the instrument to a Delegated Legislation Committee (DLC) has step depth 11.399999618530273 in the Legislative Reform Order procedure,3519,47,11.399999618530273,yhHIgY0q
1245,Motion to refer the instrument to a Delegated Legislation Committee (DLC) lapsed at end of session has step depth 11.5 in the Legislative Reform Order procedure,206,47,11.5,nJEYXYvg
1246,Motion to refer the instrument to a Delegated Legislation Committee (DLC) tabled by the Government has step depth 11.300000190734863 in the Legislative Reform Order procedure,3524,47,11.300000190734863,hAgYuDvS
1247,Motion to refer the instrument to a Delegated Legislation Committee (DLC) approved has step depth 11.600000381469727 in the Legislative Reform Order procedure,3516,47,11.600000381469727,CEfkfW35
1248,Motion to refer the instrument to a Delegated Legislation Committee (DLC) rejected has step depth 11.600000381469727 in the Legislative Reform Order procedure,3517,47,11.600000381469727,WYnUa6Ji
1249,Decision on motion to refer the instrument to a Delegated Legislation Committee (DLC) deferred has step depth 11.600000381469727 in the Legislative Reform Order procedure,3518,47,11.600000381469727,i1QwFwJL
1250,Question on motion to refer the instrument to a Delegated Legislation Committee (DLC) put has step depth 11.5 in the Legislative Reform Order procedure,3520,47,11.5,Rf6CIVwH
1251,Motion to refer the instrument to a Delegated Legislation Committee (DLC) not called has step depth 11.5 in the Legislative Reform Order procedure,3521,47,11.5,E72eNDZZ
1252,Motion to refer the instrument to a Delegated Legislation Committee (DLC) not moved has step depth 11 in the Legislative Reform Order procedure,3522,47,11,IAeWcyR8
1253,Motion to refer the instrument to a Delegated Legislation Committee (DLC) not moved has step depth 11.5 in the Legislative Reform Order procedure,3522,47,11.5,NDkExq2m
1254,Motion to refer the instrument to a Delegated Legislation Committee (DLC) withdrawn has step depth 11.5 in the Legislative Reform Order procedure,3523,47,11.5,DRHpzckS
1255,Joint Committee on Human Rights (JCHR) inquiry opened has step depth 4.099999904632568 in the Made affirmative remedial order procedure,279,45,4.099999904632568,9xm0zC8O
1256,Call for evidence opened by the Joint Committee on Human Rights (JCHR) has step depth 4.199999809265137 in the Made affirmative remedial order procedure,280,45,4.199999809265137,uTnaYOP8
1257,Motion tabled that Standing Order 73 be dispensed with to enable motion to approve to be moved has step depth 3.5 in the Made affirmative remedial order procedure,2808,45,3.5,TtZgwWlJ
1258,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved withdrawn has step depth 3.700000047683716 in the Made affirmative remedial order procedure,2809,45,3.700000047683716,85sNgLt4
1259,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved lapsed at end of session has step depth 3.700000047683716 in the Made affirmative remedial order procedure,2810,45,3.700000047683716,meGT1XKL
1260,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not moved has step depth 3.700000047683716 in the Made affirmative remedial order procedure,2811,45,3.700000047683716,7xWKO5m0
1261,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not called has step depth 3.700000047683716 in the Made affirmative remedial order procedure,2812,45,3.700000047683716,hRfXXoI0
1262,Question on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved put has step depth 3.700000047683716 in the Made affirmative remedial order procedure,2813,45,3.700000047683716,IWTsMubn
1263,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved agreed to has step depth 3.799999952316284 in the Made affirmative remedial order procedure,2814,45,3.799999952316284,i5Br9zGm
1264,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved disagreed to has step depth 3.799999952316284 in the Made affirmative remedial order procedure,2815,45,3.799999952316284,Jbs1d7tA
1265,Debate on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved has step depth 3.5999999046325684 in the Made affirmative remedial order procedure,3263,45,3.5999999046325684,rXJjQsJr
1266,Motion to consider the instrument tabled has step depth 13 in the Made affirmative remedial order procedure,3331,45,13,zTWISUY7
1267,Motion to consider the instrument rejected has step depth 17 in the Made affirmative remedial order procedure,3338,45,17,LugHgvyB
1268,Motion to consider the instrument approved has step depth 17 in the Made affirmative remedial order procedure,3337,45,17,Ymy4HvtL
1269,Question put on motion to consider the instrument has step depth 16.5 in the Made affirmative remedial order procedure,3336,45,16.5,Jszo6jpv
1270,Motion to consider the instrument not called has step depth 16.5 in the Made affirmative remedial order procedure,3335,45,16.5,GvIgNjOd
1271,Motion to consider the instrument not moved has step depth 16.5 in the Made affirmative remedial order procedure,3334,45,16.5,FROk84UV
1272,Motion to consider the instrument lapsed at the end of session has step depth 16.5 in the Made affirmative remedial order procedure,3333,45,16.5,fcNlpabv
1273,Motion to consider the instrument  withdrawn has step depth 16.5 in the Made affirmative remedial order procedure,3332,45,16.5,SuUZnYsH
1274,Motion to consider the instrument tabled has step depth 12 in the Made affirmative remedial order procedure,3326,45,12,I9o18hbe
1275,Question put on motion to consider the instrument has step depth 13.100000381469727 in the Made affirmative remedial order procedure,2856,45,13.100000381469727,zsskvV2I
1276,Motion to consider the instrument approved has step depth 13.199999809265137 in the Made affirmative remedial order procedure,2857,45,13.199999809265137,ULYFE4kh
1277,Motion to consider the instrument rejected has step depth 13.199999809265137 in the Made affirmative remedial order procedure,2858,45,13.199999809265137,Xqt9iKDI
1278,Motion to consider the instrument withdrawn has step depth 13.100000381469727 in the Made affirmative remedial order procedure,3327,45,13.100000381469727,8CUhNja6
1279,Motion to consider the instrument lapsed at end of session has step depth 13.100000381469727 in the Made affirmative remedial order procedure,3328,45,13.100000381469727,W1h40WWH
1280,Motion to consider the instrument not moved has step depth 13.100000381469727 in the Made affirmative remedial order procedure,3329,45,13.100000381469727,OLFOZbOc
1281,Motion to consider the instrument not called has step depth 13.100000381469727 in the Made affirmative remedial order procedure,3330,45,13.100000381469727,4n3eDLIs
1282,Considered by the Business and Trade Committee (BTC) has step depth 14 in the Legislative Reform Order procedure,2901,47,14,c9MAaChN
1283,Government response to the decision made by the Business and Trade Committee (BTC) has step depth 14.199999809265137 in the Legislative Reform Order procedure,2904,47,14.199999809265137,lqr8YiI4
1284,Procedure considered by the Business and Trade Committee (BTC) has step depth 7 in the Legislative Reform Order procedure,2907,47,7,ymIynacH
1285,Government response to procedure recommendation by the Business and Trade Committee (BTC) has step depth 7.199999809265137 in the Legislative Reform Order procedure,2908,47,7.199999809265137,xj0kP9Wq
1286,Business and Trade Committee (BTC) agreed the instrument should follow the negative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure,2909,47,7.099999904632568,WL2l3ezY
1287,Business and Trade Committee (BTC) agreed the instrument should follow the affirmative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure,2910,47,7.099999904632568,aogNW3nT
1288,Business and Trade Committee (BTC) agreed the instrument should follow the super-affirmative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure,2911,47,7.099999904632568,QpiampMk
1289,Business and Trade Committee (BTC) recommended the instrument should be upgraded to the affirmative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure,2912,47,7.099999904632568,VVOrgUuF
1290,Business and Trade Committee (BTC) recommended the instrument should be upgraded to the super-affirmative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure,2913,47,7.099999904632568,OKaXpdJT
1291,No concerns raised by the Business and Trade Committee (BTC) has step depth 14.100000381469727 in the Legislative Reform Order procedure,2937,47,14.100000381469727,X1i9LY2B
1292,Concerns raised by the Business and Trade Committee (BTC) has step depth 14.100000381469727 in the Legislative Reform Order procedure,2938,47,14.100000381469727,ZZEnK5EA
1293,Business and Trade Committee (BTC) reported the instrument is not appropriate to be made has step depth 14.100000381469727 in the Legislative Reform Order procedure,2939,47,14.100000381469727,tifbqghS
1294,Motion to consider the instrument tabled has step depth 5.099999904632568 in the Legislative Reform Order procedure,3331,47,5.099999904632568,2a90664j
1295,Motion to consider the instrument  withdrawn has step depth 16.100000381469727 in the Legislative Reform Order procedure,3332,47,16.100000381469727,kDfnkQ9K
1296,Motion to consider the instrument lapsed at the end of session has step depth 16.100000381469727 in the Legislative Reform Order procedure,3333,47,16.100000381469727,rpamJhbD
1297,Motion to consider the instrument not moved has step depth 16.100000381469727 in the Legislative Reform Order procedure,3334,47,16.100000381469727,7bT11X78
1298,Motion to consider the instrument not called has step depth 16.100000381469727 in the Legislative Reform Order procedure,3335,47,16.100000381469727,kfWQlXGF
1299,Question put on motion to consider the instrument has step depth 16.100000381469727 in the Legislative Reform Order procedure,3336,47,16.100000381469727,zBt5mL1O
